ADRESSEID;TYPE;KOMMUNENR;ADRESSEKODE;ADRESSENAVN;KORTADRESSENAVN;NR;BOKSTAV;GARDSNR;BRUKSNR;FESTENR;SEKSJONSNR;UNDERNR;KORTADRESSETILLEGGSNAVN;TILLEGGSNAVNKILDEKODE;TILLEGGSNAVNKILDENAVN;KOORDINATSYSTEMKODE;NORD;OST;GRUNNKRETSNR;GRUNNKRETSNAVN;KIRKESOGNNR;KIRKESOGNNAVN;TETTSTEDNR;TETTSTEDNAVN;VALGKRETSNR;VALGKRETSNAVN;POSTNUMMER;POSTNUMMEROMRADE
292203422;Vegadresse;2111;1232;Vei 232;Vei 232;19;;22;79;0;0;;;;;23;8682935.0;515076.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203423;Vegadresse;2111;1232;Vei 232;Vei 232;21;;22;79;0;0;;;;;23;8682933.0;515089.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203420;Vegadresse;2111;1232;Vei 232;Vei 232;6;;22;59;0;0;;;;;23;8682896.0;514847.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203421;Vegadresse;2111;1232;Vei 232;Vei 232;8;;22;59;0;0;;;;;23;8682893.0;514875.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203410;Vegadresse;2111;1232;Vei 232;Vei 232;41;;22;133;0;0;;;;;23;8682916.0;515190.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203411;Vegadresse;2111;1232;Vei 232;Vei 232;43;;22;133;0;0;;;;;23;8682913.0;515199.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203408;Vegadresse;2111;1232;Vei 232;Vei 232;37;;22;282;0;0;;;;;23;8682920.0;515172.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203409;Vegadresse;2111;1232;Vei 232;Vei 232;39;;22;283;0;0;;;;;23;8682916.0;515181.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203414;Vegadresse;2111;1232;Vei 232;Vei 232;15;;22;74;0;0;;;;;23;8682939.0;515005.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203415;Vegadresse;2111;1232;Vei 232;Vei 232;17;;22;74;0;0;;;;;23;8682937.0;515034.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203412;Vegadresse;2111;1232;Vei 232;Vei 232;10;;22;39;0;0;;;;;23;8682849.0;514921.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203413;Vegadresse;2111;1232;Vei 232;Vei 232;13;;22;74;0;0;;;;;23;8682942.0;514978.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
451867071;Vegadresse;2111;1606;Vei 606;Vei 606;1;C;22;485;0;0;;;;;23;8683512.7;514558.7;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203262;Vegadresse;2111;1608;Vei 608;Vei 608;3;;22;328;0;0;;;;;23;8683568.0;514532.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203263;Vegadresse;2111;1703;Vei 703;Vei 703;2;;22;1;0;0;;;;;23;8684659.0;510220.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203261;Vegadresse;2111;1606;Vei 606;Vei 606;3;;22;577;0;0;;;;;23;8683563.0;514571.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203882;Vegadresse;2111;1304;Vei 304;Vei 304;1;;22;310;0;0;;;;;23;8683145.0;514247.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203883;Vegadresse;2111;1309;Vei 309;Vei 309;2;;22;322;0;0;;;;;23;8683240.0;514315.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203880;Vegadresse;2111;1234;Vei 234;Vei 234;35;;22;107;0;0;;;;;23;8682959.0;515138.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203881;Vegadresse;2111;1303;Vei 303;Vei 303;3;;22;23;0;0;;;;;23;8682904.0;514023.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203886;Vegadresse;2111;1303;Vei 303;Vei 303;5;;22;44;0;0;;;;;23;8682977.0;514099.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203887;Vegadresse;2111;1232;Vei 232;Vei 232;14;;22;41;0;0;;;;;23;8682860.0;515088.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203884;Vegadresse;2111;1601;Vei 601;Vei 601;12;;22;487;0;0;;;;;23;8683290.0;514475.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203885;Vegadresse;2111;1223;Vei 223;Vei 223;6;;22;108;0;0;;;;;23;8682677.0;514519.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203874;Vegadresse;2111;1308;Vei 308;Vei 308;6;;22;564;0;0;;;;;23;8683464.0;514337.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203875;Vegadresse;2111;1401;Vei 401;Vei 401;36;;22;255;0;0;;;;;23;8683390.0;515010.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203872;Vegadresse;2111;1212;Vei 212;Vei 212;2;;22;160;0;0;;;;;23;8681996.0;514194.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203873;Vegadresse;2111;1306;Vei 306;Vei 306;6;;22;22;0;0;;;;;23;8683315.0;514345.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203878;Vegadresse;2111;1500;Vei 500;Vei 500;2;;22;314;0;0;;;;;23;8683317.0;514693.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203879;Vegadresse;2111;1232;Vei 232;Vei 232;35;A;22;98;0;0;;;;;23;8682918.3;515156.6;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203876;Vegadresse;2111;1401;Vei 401;Vei 401;26;;22;251;0;0;;;;;23;8683390.0;514943.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203877;Vegadresse;2111;1231;Vei 231;Vei 231;1;;22;111;0;0;;;;;23;8683301.0;514777.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203898;Vegadresse;2111;1224;Vei 224;Vei 224;5;;22;298;0;0;;;;;23;8682396.0;514423.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203899;Vegadresse;2111;1224;Vei 224;Vei 224;7;;22;165;0;0;;;;;23;8682391.0;514461.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203896;Vegadresse;2111;1224;Vei 224;Vei 224;3;;22;35;0;0;;;;;23;8682406.0;514385.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203897;Vegadresse;2111;1224;Vei 224;Vei 224;1;;22;35;0;0;;;;;23;8682400.0;514376.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203902;Vegadresse;2111;1220;Vei 220;Vei 220;2;;22;21;0;0;;;;;23;8682239.0;514223.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203903;Vegadresse;2111;1218;Vei 218;Vei 218;3;;22;164;0;0;;;;;23;8682219.0;514194.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203900;Vegadresse;2111;1224;Vei 224;Vei 224;8;;22;300;0;0;;;;;23;8682349.0;514428.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203901;Vegadresse;2111;1222;Vei 222;Vei 222;5;;22;16;0;0;;;;;23;8682250.0;514330.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203890;Vegadresse;2111;1232;Vei 232;Vei 232;16;;22;42;0;0;;;;;23;8682825.0;514961.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203891;Vegadresse;2111;1226;Vei 226;Vei 226;25;;22;36;0;0;;;;;23;8682494.0;514494.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203888;Vegadresse;2111;1232;Vei 232;Vei 232;18;;22;50;0;0;;;;;23;8682817.0;515053.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203889;Vegadresse;2111;1232;Vei 232;Vei 232;12;;22;40;0;0;;;;;23;8682862.0;515008.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203894;Vegadresse;2111;1224;Vei 224;Vei 224;4;;22;33;0;0;;;;;23;8682357.0;514347.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203895;Vegadresse;2111;1224;Vei 224;Vei 224;2;;22;33;0;0;;;;;23;8682362.0;514357.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203892;Vegadresse;2111;1226;Vei 226;Vei 226;23;;22;36;0;0;;;;;23;8682489.0;514486.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203893;Vegadresse;2111;1224;Vei 224;Vei 224;6;;22;299;0;0;;;;;23;8682354.0;514391.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203850;Vegadresse;2111;1100;Vei 100;Vei 100;1;;22;261;0;0;;;;;23;8681096.0;513545.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203851;Vegadresse;2111;1100;Vei 100;Vei 100;2;;22;93;0;0;;;;;23;8681157.0;513526.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203848;Vegadresse;2111;1100;Vei 100;Vei 100;5;;22;263;0;0;;;;;23;8680969.0;513475.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203849;Vegadresse;2111;1100;Vei 100;Vei 100;3;;22;262;0;0;;;;;23;8681018.0;513503.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203854;Vegadresse;2111;1302;Vei 302;Vei 302;3;;22;664;0;0;;;;;23;8682757.0;514101.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203855;Vegadresse;2111;1302;Vei 302;Vei 302;1;;22;665;0;0;;;;;23;8682707.0;514053.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203852;Vegadresse;2111;1100;Vei 100;Vei 100;6;;22;267;0;0;;;;;23;8681015.0;513453.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203853;Vegadresse;2111;1300;Vei 300;Vei 300;4;;22;501;0;0;;;;;23;8681079.0;513205.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203842;Vegadresse;2111;1101;Vei 101;Vei 101;1;B;22;669;0;0;;;;;23;8681218.0;513616.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203843;Vegadresse;2111;1101;Vei 101;Vei 101;3;;22;667;0;0;;;;;23;8681166.0;513572.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203840;Vegadresse;2111;1300;Vei 300;Vei 300;2;A;22;609;0;0;;;;;23;8680955.0;513096.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203841;Vegadresse;2111;1300;Vei 300;Vei 300;2;B;22;608;0;0;;;;;23;8681003.0;513134.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203846;Vegadresse;2111;1100;Vei 100;Vei 100;7;;22;264;0;0;;;;;23;8680901.0;513438.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203847;Vegadresse;2111;1100;Vei 100;Vei 100;8;;22;266;0;0;;;;;23;8680946.0;513408.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203844;Vegadresse;2111;1100;Vei 100;Vei 100;10;;22;138;0;0;;;;;23;8680880.0;513370.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203845;Vegadresse;2111;1100;Vei 100;Vei 100;9;;22;265;0;0;;;;;23;8680844.0;513407.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203866;Vegadresse;2111;1309;Vei 309;Vei 309;12;;22;43;0;0;;;;;23;8683311.0;514154.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203867;Vegadresse;2111;1305;Vei 305;Vei 305;2;;22;409;0;0;;;;;23;8683335.0;514066.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203864;Vegadresse;2111;1309;Vei 309;Vei 309;8;;22;43;0;0;;;;;23;8683323.0;514185.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203865;Vegadresse;2111;1309;Vei 309;Vei 309;10;;22;43;0;0;;;;;23;8683341.0;514165.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203870;Vegadresse;2111;1225;Vei 225;Vei 225;1;;22;71;0;0;;;;;23;8682842.0;514575.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203871;Vegadresse;2111;1212;Vei 212;Vei 212;6;;22;57;0;0;;;;;23;8682106.0;514249.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203868;Vegadresse;2111;1601;Vei 601;Vei 601;20;;22;410;0;0;;;;;23;8683247.0;514427.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203869;Vegadresse;2111;1225;Vei 225;Vei 225;2;;22;94;0;0;;;;;23;8682804.0;514586.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203858;Vegadresse;2111;1303;Vei 303;Vei 303;1;;22;345;0;0;;;;;23;8682841.0;514031.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203859;Vegadresse;2111;1303;Vei 303;Vei 303;7;;22;44;0;0;;;;;23;8682998.0;514084.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203856;Vegadresse;2111;1303;Vei 303;Vei 303;2;;22;271;0;0;;;;;23;8682843.0;514085.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203857;Vegadresse;2111;1301;Vei 301;Vei 301;2;;22;158;0;0;;;;;23;8682888.0;514109.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203862;Vegadresse;2111;1309;Vei 309;Vei 309;7;;22;43;0;0;;;;;23;8683220.0;514149.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203863;Vegadresse;2111;1307;Vei 307;Vei 307;3;;22;281;0;0;;;;;23;8683233.0;514161.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203860;Vegadresse;2111;1601;Vei 601;Vei 601;16;;22;341;0;0;;;;;23;8683272.0;514448.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203861;Vegadresse;2111;1307;Vei 307;Vei 307;1;;22;43;0;0;;;;;23;8683195.0;514168.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203818;Vegadresse;2111;1234;Vei 234;Vei 234;1;;22;189;0;0;;;;;23;8683055.0;514866.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203819;Vegadresse;2111;1401;Vei 401;Vei 401;52;B;22;81;0;0;;;;;23;8683308.0;515147.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203816;Vegadresse;2111;1234;Vei 234;Vei 234;5;;22;191;0;0;;;;;23;8683043.0;514889.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203817;Vegadresse;2111;1234;Vei 234;Vei 234;3;;22;190;0;0;;;;;23;8683049.0;514878.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203822;Vegadresse;2111;1238;Vei 238;Vei 238;21;;22;87;0;0;;;;;23;8683127.0;515097.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203823;Vegadresse;2111;1223;Vei 223;Vei 223;7;;22;105;0;0;;;;;23;8682714.0;514487.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203820;Vegadresse;2111;1401;Vei 401;Vei 401;52;A;22;279;0;0;;;;;23;8683319.0;515131.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203821;Vegadresse;2111;1100;Vei 100;Vei 100;11;;22;139;0;0;;;;;23;8680771.0;513366.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203810;Vegadresse;2111;1236;Vei 236;Vei 236;11;;22;204;0;0;;;;;23;8683060.0;514944.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203811;Vegadresse;2111;1236;Vei 236;Vei 236;9;;22;205;0;0;;;;;23;8683065.0;514934.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203808;Vegadresse;2111;1236;Vei 236;Vei 236;15;;22;84;0;0;;;;;23;8683049.0;514982.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203809;Vegadresse;2111;1236;Vei 236;Vei 236;13;;22;83;0;0;;;;;23;8683051.0;514971.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203814;Vegadresse;2111;1234;Vei 234;Vei 234;9;;22;193;0;0;;;;;23;8683031.0;514913.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203815;Vegadresse;2111;1234;Vei 234;Vei 234;7;;22;192;0;0;;;;;23;8683037.0;514901.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203812;Vegadresse;2111;1234;Vei 234;Vei 234;13;;22;195;0;0;;;;;23;8683020.0;514936.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203813;Vegadresse;2111;1234;Vei 234;Vei 234;11;;22;194;0;0;;;;;23;8683026.0;514923.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203834;Vegadresse;2111;1401;Vei 401;Vei 401;17;;22;405;0;0;;;;;23;8683510.0;514888.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203835;Vegadresse;2111;1401;Vei 401;Vei 401;15;;22;404;0;0;;;;;23;8683513.0;514883.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203832;Vegadresse;2111;1401;Vei 401;Vei 401;50;;22;97;0;0;;;;;23;8683344.0;515165.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203833;Vegadresse;2111;1401;Vei 401;Vei 401;19;;22;406;0;0;;;;;23;8683505.0;514894.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203838;Vegadresse;2111;1401;Vei 401;Vei 401;2;;22;270;0;0;;;;;23;8683384.0;514830.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203839;Vegadresse;2111;1300;Vei 300;Vei 300;2;C;22;608;0;0;;;;;23;8681023.0;513141.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203836;Vegadresse;2111;1401;Vei 401;Vei 401;13;;22;403;0;0;;;;;23;8683518.0;514875.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203837;Vegadresse;2111;1401;Vei 401;Vei 401;11;;22;402;0;0;;;;;23;8683520.0;514865.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203826;Vegadresse;2111;1410;Vei 410;Vei 410;1;;22;336;0;0;;;;;23;8682803.0;515941.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203827;Vegadresse;2111;1210;Vei 210;Vei 210;2;;22;53;0;0;;;;;23;8681920.0;514115.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203824;Vegadresse;2111;1401;Vei 401;Vei 401;1;;22;312;0;0;;;;;23;8683474.0;514864.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203825;Vegadresse;2111;1408;Vei 408;Vei 408;1;;22;124;0;0;;;;;23;8682833.0;515853.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203830;Vegadresse;2111;1401;Vei 401;Vei 401;20;;22;248;0;0;;;;;23;8683389.0;514913.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203831;Vegadresse;2111;1401;Vei 401;Vei 401;48;;22;121;0;0;;;;;23;8683353.0;515083.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203828;Vegadresse;2111;1401;Vei 401;Vei 401;28;;22;252;0;0;;;;;23;8683389.0;514955.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203829;Vegadresse;2111;1401;Vei 401;Vei 401;38;;22;256;0;0;;;;;23;8683390.0;515021.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203786;Vegadresse;2111;1230;Vei 230;Vei 230;10;;22;208;0;0;;;;;23;8682715.0;514632.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203787;Vegadresse;2111;1230;Vei 230;Vei 230;8;;22;207;0;0;;;;;23;8682722.0;514643.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203784;Vegadresse;2111;1230;Vei 230;Vei 230;14;;22;210;0;0;;;;;23;8682702.0;514610.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203785;Vegadresse;2111;1230;Vei 230;Vei 230;12;;22;209;0;0;;;;;23;8682708.0;514621.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203790;Vegadresse;2111;1230;Vei 230;Vei 230;2;;22;206;0;0;;;;;23;8682745.0;514679.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203791;Vegadresse;2111;1236;Vei 236;Vei 236;31;;22;168;0;0;;;;;23;8683005.0;515121.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
419994989;Vegadresse;2111;1401;Vei 401;Vei 401;18;B;22;633;0;0;;;;;23;8683375.2;514909.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203788;Vegadresse;2111;1230;Vei 230;Vei 230;6;;22;212;0;0;;;;;23;8682732.0;514657.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203789;Vegadresse;2111;1230;Vei 230;Vei 230;4;;22;211;0;0;;;;;23;8682739.0;514668.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203778;Vegadresse;2111;1238;Vei 238;Vei 238;35;;22;179;0;0;;;;;23;8683039.0;515202.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203779;Vegadresse;2111;1238;Vei 238;Vei 238;33;;22;178;0;0;;;;;23;8683044.0;515195.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203776;Vegadresse;2111;1238;Vei 238;Vei 238;10;;22;114;0;0;;;;;23;8683098.0;514957.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203777;Vegadresse;2111;1238;Vei 238;Vei 238;37;;22;304;0;0;;;;;23;8683035.0;515209.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203782;Vegadresse;2111;1238;Vei 238;Vei 238;27;;22;90;0;0;;;;;23;8683064.0;515156.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203783;Vegadresse;2111;1238;Vei 238;Vei 238;25;;22;89;0;0;;;;;23;8683070.0;515147.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
488518000;Vegadresse;2111;1100;Vei 100;Vei 100;14;;22;627;0;0;;;;;23;8680770.9;513297.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203780;Vegadresse;2111;1238;Vei 238;Vei 238;31;;22;177;0;0;;;;;23;8683048.0;515188.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203781;Vegadresse;2111;1238;Vei 238;Vei 238;29;;22;91;0;0;;;;;23;8683059.0;515165.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203802;Vegadresse;2111;1234;Vei 234;Vei 234;29;;22;241;0;0;;;;;23;8682986.0;515072.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203803;Vegadresse;2111;1234;Vei 234;Vei 234;27;;22;240;0;0;;;;;23;8682992.0;515060.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
488517999;Vegadresse;2111;1100;Vei 100;Vei 100;12;;22;627;0;0;;;;;23;8680787.5;513328.9;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203800;Vegadresse;2111;1234;Vei 234;Vei 234;33;;22;75;0;0;;;;;23;8682976.0;515097.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
